national_code,date_granted,label,amount_approved,count_installment,num_loans,age,sex,marital_status,current_installments_amount_guarantee,num_negative_status_last_2years,num_negative_status_before_2years,total_early_payment,total_delayed_payment,max_installment_amount,oldest_loan_age,complete_last_payment_age,num_prev_0_1_yearLoans,num_prev_1_3_yearsLoans,guarantor_role,negstatus_guarantor_last_12_month,negstatus_guarantor_before_12_month,completed_to_all_loan_amount,variety_prev_purpose,outstanding_debt_ratio,sarresid_gozashte_6_month,sarresid_gozashte_6_18_month,sarresid_gozashte_18_120_month,moavagh_12_month,moavagh_12_120_month,mashkookolvosol_12_month,mashkookolvosol_12_120_month,worst_negative_status_last_2years,total_complete_installments_5years,total_current_installments,age_last_negative_status
hash_14011227_136778,14001015,0,138328187.5,22,2,37,زن,متاهل,0,0,0,0,74,21290379.54,1407,238,2,0,0,.,.,0.757295789,1,0.916666667,0,0,0,0,0,0,0,,21290379.54,6823311.089,.
hash_14011227_197547,14001205,0,272881491.2,19,7,45,زن,متاهل,0,5,17,0,787,48332293.56,2814,408,1,2,0,.,.,0.540933928,3,0.549459268,0,0,14,0,8,0,0,معوق,73589914.2,48332293.56,485
hash_14011227_145918,14000521,0,588900666.9,20,3,45,زن,متاهل,192681330.8,0,0,0,86,27967412.62,1689,163,2,1,1,0,2,0.731898937,2,0.783783784,0,0,0,0,0,0,0,,31535865.92,8747697.653,.
hash_14011227_146995,14000906,0,87483918.71,10,5,36,مرد,متاهل,146687620.8,0,0,70,74,56987630.79,2251,62,4,0,1,0,0,0.612723109,3,0.822693336,0,0,0,0,0,0,0,,83532135.87,69643337.06,.
hash_14011227_86172,14010111,0,480687579.9,12,3,44,مرد,متاهل,93268829.37,3,5,0,0,59081543.96,2346,239,1,0,1,0,0,0.357614893,2,0.590785409,1,2,5,0,0,0,0,سررسید گذشته,59081543.96,39150854.79,100
hash_14011227_118942,14001030,0,512326620.4,20,1,44,مرد,متاهل,17893590.96,0,0,.,.,1047583.745,637,.,1,1,1,0,0,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_38625,14000407,0,607610217.5,24,10,43,زن,متاهل,80601664.68,0,0,13,260,40474619.65,3256,60,3,5,1,0,0,0.36292354,3,0.297648121,0,0,0,0,0,0,0,,71271914.09,23164808.16,.
hash_14011227_26499,14000330,0,524585564.7,16,4,62,مرد,متاهل,21092980.93,6,2,7,94,53960589.45,1881,730,1,0,1,0,0,0.068183995,3,0.602739726,2,0,4,0,2,0,0,معوق,15587164.73,53960589.45,61
hash_14011227_126104,14000521,0,981501111.4,28,6,54,مرد,متاهل,39260044.46,0,0,0,3,58610777.13,1786,691,3,1,1,0,.,0.170157476,1,0.691657784,0,0,0,0,0,0,0,,54752080.5,59420734.5,.
hash_14011227_86310,14000817,0,1066901145,17,5,54,مرد,متاهل,0,8,0,0,0,39308860.16,2143,644,2,1,0,.,.,0.361053884,3,0.855151124,0,4,0,1,3,0,0,معوق,59125287.71,42756838.16,235
hash_14011227_103389,14001212,0,726030149.3,34,8,37,مرد,مجرد,2377215114,11,0,754,199,1103761306,1628,33,2,1,1,2,0,0.319362074,2,0.64859092,0,1,2,1,7,0,0,معوق,233651150.1,50169045.99,76
hash_14011227_135945,14001128,0,678153482.3,23,3,55,مرد,مجرد,147307644.7,0,0,110,2,43483383.45,1454,299,1,1,1,0,3,0.63898053,3,0.540540541,0,0,0,0,0,0,0,,63000811.38,25393971.99,.
hash_14011227_85420,14001102,0,167445304.3,18,8,50,زن,مجرد,61589559.92,0,0,12,94,44531714.93,2475,118,2,2,1,1,0,0.419696622,2,0.529805006,0,0,0,0,0,0,0,,108379792.3,72058410.24,.
hash_14011227_189818,14000729,0,400622360.1,12,5,53,مرد,مجرد,116547556.9,16,52,0,204,34116555.87,2991,792,2,1,1,18,30,0.361658532,2,0.47329574,2,9,40,0,7,0,6,معوق,12861385.11,53428737.75,122
hash_14011227_151224,14000920,0,463664769.2,24,1,36,مرد,مجرد,0,0,0,.,.,1032873.132,545,.,1,1,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_12301,14000818,0,924647659.4,35,3,50,مرد,متاهل,156543045.6,0,0,0,0,38177513.65,1641,352,1,1,1,4,9,0.933915258,2,0.416666667,0,0,0,0,0,0,0,,73315762.48,0,.
hash_14011227_45930,14000817,0,711267430.3,18,4,52,مرد,متاهل,0,3,0,8,35,82051910.91,1878,16,1,0,0,.,.,0.981680483,2,0.06557377,0,3,0,0,0,0,0,سررسید گذشته,100603276.8,867756.7706,323
hash_14011227_70530,14000915,0,524903512.3,24,1,42,زن,متاهل,0,0,0,.,.,32539884.36,244,.,2,0,0,.,.,.,1,0.666666667,0,0,0,0,0,0,0,,.,0,.
hash_14011227_41785,14000810,0,604577315.7,28,13,53,مرد,مجرد,113816739.1,0,0,532,2,3482369563,4435,317,1,6,1,0,2,0.495059409,4,0.652903287,0,0,0,0,0,0,0,,6323888243,131619386.5,.
hash_14011227_37959,14000816,0,1066901145,60,2,36,زن,متاهل,46341974.31,0,1,0,162,64172166.37,1700,77,1,0,1,0,0,0.139018994,2,0.360655738,0,0,1,0,0,0,0,,13167880.29,64172166.37,1539
hash_14011227_113665,14000911,0,367432458.6,30,2,53,مرد,مجرد,0,0,0,.,.,71920140.4,1255,.,1,1,1,0,.,.,2,0.780689905,0,0,0,0,0,0,0,,.,71920140.4,.
hash_14011227_163334,14000319,0,503602142.1,12,3,70,مرد,مجرد,38473659.1,0,0,.,.,14765260.96,933,.,3,1,1,2,0,.,2,0.769571668,0,0,0,0,0,0,0,,.,13504226.67,.
hash_14011227_5566,14001219,0,413456804.8,12,11,44,مرد,مجرد,302084318.3,2,0,0,54,78615888.01,2447,1297,8,0,1,0,2,0.03141882,3,0.848189214,2,0,0,0,0,0,0,سررسید گذشته,27109342.51,403583189.3,80
hash_14011227_142425,14000903,0,524903512.3,12,5,64,مرد,مجرد,0,8,2,0,35,44064903.35,2199,1049,2,1,0,0,0,0.067953113,1,0.583924598,0,3,3,0,0,0,0,سررسید گذشته,28000817.53,114369451.9,460
hash_14011227_11548,14001211,0,248074082.9,24,4,69,مرد,متاهل,81700813.27,0,0,29,0,29990934.17,3012,1168,1,0,1,0,0,0.670746858,3,0.172131148,0,0,0,0,0,0,0,,3778497.782,29990934.17,.
hash_14011227_187313,14000630,0,377474907.8,16,2,39,مرد,مجرد,65929247.52,9,10,0,81,28081197.33,1447,271,1,0,1,0,.,0.36388927,1,0.224489796,0,3,13,0,0,0,0,سررسید گذشته,21864811.04,0,230
hash_14011227_200846,14000221,0,215130629.7,12,4,46,زن,مجرد,139918131.2,1,0,58,0,57744050.38,1667,246,1,2,1,0,0,0.703162494,2,0.567567568,1,0,0,0,0,0,0,سررسید گذشته,145450481.9,27356633.99,112
hash_14011227_139571,14000510,0,588900666.9,24,2,38,مرد,مجرد,0,0,0,0,19,51160462.69,2408,340,1,0,0,.,.,0.396922555,2,0.557377049,0,0,0,0,0,0,0,,51160462.69,15291608.93,.
hash_14011227_156654,14000826,0,853520916.3,24,4,40,مرد,متاهل,18541556.53,0,0,3,0,31993211.03,2642,295,1,0,1,0,6,0.644809921,2,0.147540984,0,0,0,0,0,0,0,,60609578.15,0,.
hash_14011227_65194,14001113,0,334890608.6,24,5,41,مرد,متاهل,290613989.1,0,55,125,310,35976430.99,4790,227,1,2,1,2,33,0.531979907,2,0.631824554,0,0,37,0,5,0,1,,50927626.33,40796006.66,1309
hash_14011227_106035,14000801,0,800175859.1,32,2,38,مرد,متاهل,74496043.81,1,0,0,76,36628183.53,718,44,1,2,1,0,0,0.024144092,1,0.606557377,0,1,0,0,0,0,0,سررسید گذشته,4606691.71,36628183.53,321
hash_14011227_3662,14000631,0,573761859.8,23,4,49,زن,متاهل,0,0,0,0,41,22259577.62,1527,290,1,3,0,.,.,0.442542766,2,0.60975908,0,0,0,0,0,0,0,,28119655.69,25387950.69,.
hash_14011227_167097,14000221,0,1290783778,15,2,59,مرد,مجرد,423418091.5,0,0,0,215,1384919554,1414,105,2,0,1,0,0,0.017827501,1,0.87755102,0,0,0,0,0,0,0,,1231752169,1384919554,.
hash_14011227_166821,14000608,0,301979926.2,11,4,36,زن,مجرد,0,0,0,.,.,37172309.77,893,.,1,4,0,.,.,.,1,0.442461331,0,0,0,0,0,0,0,,.,693434.5964,.
hash_14011227_28098,14000615,0,1132424723,48,23,38,مرد,متاهل,142153352.3,7,8,0,10,38118460.02,3506,33,8,7,1,1,16,0.110712265,5,0.730115486,1,2,10,0,0,0,0,سررسید گذشته,68334470.27,0,183
hash_14011227_88087,14000922,0,699871349.7,30,3,46,زن,متاهل,0,0,0,51,332,52939790.22,2517,693,1,1,0,0,1,0.397798738,2,0.34375,0,0,0,0,0,0,0,,32686361.57,0,.
hash_14011227_90672,14000620,0,1132424723,11,3,65,مرد,مجرد,244855481.8,0,0,.,.,57038865.09,885,.,1,3,1,0,0,.,3,0.491828516,0,0,0,0,0,0,0,,.,15387631.09,.
hash_14011227_71495,14000516,0,196300222.3,12,2,52,مرد,مجرد,19067568.47,0,0,.,.,29716887.29,3174,.,2,0,1,0,0,.,1,0.339942184,0,0,0,0,0,0,0,,.,46792329.49,.
hash_14011227_196341,14000725,0,728404291,30,4,39,زن,متاهل,42559069.12,0,0,0,2598,30658459.84,3039,76,1,3,1,0,0,0.394967432,3,0.27047268,0,0,0,0,0,0,0,,30658459.84,0,.
hash_14011227_35242,14000813,0,1066901145,48,12,53,مرد,متاهل,126942937.9,0,6,8,331,3922698319,4449,805,1,6,1,0,0,0.487122983,5,0.424838233,0,0,4,0,1,0,0,,1231544832,96777260.74,990
hash_14011227_187718,14000427,0,303805108.7,10,1,47,مرد,متاهل,0,1,0,.,.,70570918.62,1153,.,1,0,0,.,.,.,1,0.360655738,0,1,0,0,0,0,0,سررسید گذشته,.,70570918.62,270
hash_14011227_109436,14000921,0,1049807025,35,1,45,مرد,متاهل,64906911.01,0,0,0,88,64208627.86,1366,167,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,64208627.86,0,.
hash_14011227_88787,14001219,0,355572852.1,10,7,49,مرد,مجرد,0,0,0,4,36,89759049.71,4712,760,2,1,0,4,35,0.489234699,4,0.274622782,0,0,0,0,0,0,0,,51606638.27,0,3855
hash_14011227_189316,14000818,0,177816857.6,18,5,45,مرد,متاهل,106361350.9,0,0,0,269,42578015.9,2297,234,1,2,1,7,7,0.688727946,3,0.632653061,0,0,0,0,0,0,0,,79698327.14,42578015.9,.
hash_14011227_50954,14000920,0,962323105.9,12,1,45,زن,مجرد,15226663.29,0,0,.,.,62667079.68,326,.,2,0,1,0,2,.,1,0.702702703,0,0,0,0,0,0,0,,.,62667079.68,.
hash_14011227_91076,14000229,0,645391889.1,10,2,37,مرد,مجرد,0,0,0,26,0,26334647.38,1707,272,2,0,0,.,.,0.58089896,2,0.833333333,0,0,0,0,0,0,0,,13688020.12,0,.
hash_14011227_22411,14000406,0,384819804.4,22,1,38,مرد,مجرد,75860098.24,0,0,.,.,58144557.74,1243,.,1,0,1,0,0,.,1,0.719178082,0,0,0,0,0,0,0,,.,58144557.74,.
hash_14011227_131522,14000511,0,902981022.5,24,5,57,مرد,متاهل,23537766.08,7,34,0,80,33120565.21,2482,576,1,1,1,0,.,0.695969542,4,0.443203657,0,0,31,1,9,0,0,معوق,23158500.96,34072914.07,356
hash_14011227_106664,14000903,0,349935674.9,24,2,43,مرد,متاهل,130770294.8,0,0,1,0,46920921.91,2134,1039,1,1,1,0,0,0.357199997,1,0.378378378,0,0,0,0,0,0,0,,26073666.85,0,.
hash_14011227_9299,14010117,0,961375159.7,24,3,62,مرد,مجرد,176748772.4,0,1,211,0,53381660.33,3339,532,0,2,1,0,7,0.050073448,2,0.102893021,0,0,1,0,0,0,0,,15889640.39,0,3028
hash_14011227_30415,14010220,0,463693208.6,15,3,44,مرد,متاهل,0,0,4,0,94,2321852558,4025,1358,1,0,0,.,.,0.137551904,3,1,0,0,4,0,0,0,0,,79741345.61,0,3092
hash_14011227_166867,14001120,0,349960685.9,23,5,60,مرد,متاهل,3904120948,0,1,0,27,83412321.11,2787,479,4,1,1,0,0,0.90359923,2,0.820470739,0,0,1,0,0,0,0,,107465573,14599035.14,1237
hash_14011227_17069,14000416,0,1215220435,60,1,36,مرد,متاهل,0,0,0,.,.,0,11,.,2,0,0,.,.,.,1,0.991803279,0,0,0,0,0,0,0,,.,14177452.21,.
hash_14011227_139585,14000329,0,209834225.9,24,7,49,مرد,متاهل,68566255.36,12,0,0,66,25525439.39,1862,700,4,3,1,4,1,0.074903993,1,0.803074401,3,6,1,0,0,0,0,سررسید گذشته,25130488.83,104186351.3,60
hash_14011227_122848,14000917,0,1049807025,60,2,34,زن,مجرد,0,0,0,0,5,76768331.24,1512,412,1,1,0,.,0,0.175180571,2,0.551020408,0,0,0,0,0,0,0,,22192321.4,76768331.24,.
hash_14011227_45084,14000801,0,88908428.79,11,3,35,مرد,مجرد,0,0,0,0,30,59173607.12,1710,219,2,1,0,.,.,0.296146353,2,0.287479634,0,0,0,0,0,0,0,,13048427.35,4405842.611,.
hash_14011227_84578,14000431,0,1215220435,24,2,36,زن,متاهل,0,4,14,.,.,12745157.92,1726,.,1,1,0,.,.,.,1,0,1,2,0,1,11,0,2,معوق,.,0,163
hash_14011227_137766,14000903,0,892335970.9,14,5,54,زن,مجرد,0,0,0,285,0,20809546.23,3125,856,2,1,0,0,0,0.685544842,4,0.891319517,0,0,0,0,0,0,0,,20809546.23,0,.
hash_14011227_192729,14010107,0,160229193.3,42,8,55,زن,متاهل,69818589.81,0,0,0,3,42343222.68,1965,426,3,2,1,0,0,0.158535027,2,0.589122105,0,0,0,0,0,0,0,,25747987.61,101244393.9,.
hash_14011227_182457,14001009,0,341551080.2,26,2,46,زن,متاهل,0,4,35,.,.,25957844.48,2315,.,1,1,0,.,.,.,2,0.376269065,0,0,14,0,19,0,6,معوق,.,29822135.29,621
hash_14011227_186261,14001216,0,909604970.6,24,2,59,مرد,متاهل,2044423491,0,0,107,0,3242805.072,665,406,2,1,1,3,2,0.451823727,1,0.833333333,0,0,0,0,0,0,0,,2672819.572,0,.
hash_14011227_182682,14001015,0,853877700.6,22,5,35,مرد,متاهل,0,0,0,.,.,12212938.11,622,.,2,3,0,.,.,.,2,0.906005343,0,0,0,0,0,0,0,,.,63158848.54,.
hash_14011227_179267,14000819,0,889084287.9,15,1,52,زن,متاهل,0,0,0,0,41,7805531.197,2573,1071,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,7805531.197,0,.
hash_14011227_10402,14000213,0,172104503.8,24,1,35,مرد,متاهل,15641548.62,0,0,.,.,7274820.244,195,.,2,0,1,0,.,.,1,0.857142857,0,0,0,0,0,0,0,,.,7274820.244,.
hash_14011227_73254,14001027,0,853877700.6,17,2,39,مرد,مجرد,53488491.83,0,0,0,419,80220300.47,2139,1201,2,0,1,0,0,0.975135118,2,0.166666667,0,0,0,0,0,0,0,,80220300.47,0,.
hash_14011227_133618,14001201,0,727683976.5,15,1,46,زن,متاهل,67730692.04,0,0,.,.,13224771.64,389,.,1,1,1,0,.,.,1,0.648648649,0,0,0,0,0,0,0,,.,13224771.64,.
hash_14011227_14376,14000925,0,297445323.6,16,2,38,مرد,متاهل,0,0,2,0,0,15971808.88,2272,1141,1,1,0,.,.,0.470828173,1,0.222222222,0,0,2,0,0,0,0,,14210842.72,0,1286
hash_14011227_199380,14001012,0,204930648.1,30,1,36,مرد,متاهل,0,0,0,.,.,11447802.03,383,.,1,1,0,.,.,.,1,0.648648649,0,0,0,0,0,0,0,,.,11447802.03,.
hash_14011227_169707,14000324,0,1049171129,20,6,37,مرد,مجرد,0,0,0,227,124,639408215.6,1290,24,2,3,0,0,0,0.824631165,3,0.416666667,0,0,0,0,0,0,0,,1082286725,0,.
hash_14011227_197474,14000423,0,384819804.4,24,7,42,زن,متاهل,0,0,0,0,1421,2493922240,2846,268,1,2,0,.,.,0.755926473,2,0.470333477,0,0,0,0,0,0,0,,2514531988,100562564,.
hash_14011227_160460,14001204,0,334073098.3,14,2,62,مرد,متاهل,81504113.39,0,0,.,.,1047583.745,671,.,1,2,1,0,0,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_27930,14000408,0,840527467.5,24,2,49,مرد,متاهل,12658546.2,0,0,0,4,103789298.6,1646,576,1,1,1,0,.,1,2,0,0,0,0,0,0,0,0,,103789298.6,0,.
hash_14011227_118799,14000826,0,711267430.3,30,6,49,مرد,متاهل,117807773,0,0,18,33,56592204.77,2636,737,2,2,1,0,0,0.223027866,3,0.404357136,0,0,0,0,0,0,0,,92226486.91,46597190.14,.
hash_14011227_9198,14001212,0,165382721.9,24,5,36,مرد,مجرد,61853486.2,0,0,95,0,28208613.73,3546,256,2,2,1,0,0,0.393777881,2,0.950819672,0,0,0,0,0,0,0,,32963621.23,21658396.35,.
hash_14011227_21218,14000509,0,392600444.6,36,3,49,مرد,مجرد,60967911.22,0,0,0,34,30644129.04,2053,924,1,1,1,2,1,0.338949308,2,0.523809524,0,0,0,0,0,0,0,,25691958.91,11121563.37,.
hash_14011227_71822,14000809,0,889084287.9,19,4,41,مرد,مجرد,34116555.87,0,14,0,0,36089265.45,2876,425,1,2,1,0,0,0.056665335,2,0.568689624,0,0,14,0,0,0,0,,21950610.82,68251840.6,1625
hash_14011227_59433,14000301,0,902287171.2,30,4,45,مرد,متاهل,68715292.31,19,0,0,2,107909640.7,2686,1005,1,2,1,0,0,0.39942273,2,0.38161124,5,10,0,0,0,0,0,سررسید گذشته,107909640.7,0,29
hash_14011227_161180,14000613,0,660581088.6,19,1,55,مرد,متاهل,0,0,0,.,.,1047583.745,499,.,1,1,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_151240,14000301,0,293767916.2,16,1,34,مرد,متاهل,59156238.79,1,0,24,0,12541732.72,1673,146,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,سررسید گذشته,12541732.72,0,148
hash_14011227_51297,14000911,0,524903512.3,24,5,48,مرد,متاهل,166804964.9,9,32,0,1021,42011882.68,2709,803,3,1,1,7,7,0.286120572,3,0.655655848,1,4,4,0,24,0,7,سررسید گذشته,29832766.09,83031185.88,132
hash_14011227_8626,14000725,0,364202145.5,20,5,52,مرد,متاهل,93586299.23,1,11,.,.,10074201.42,2748,.,1,4,1,0,0,.,2,0.353089478,0,1,9,0,2,0,0,سررسید گذشته,.,1544322.801,457
hash_14011227_191843,14001216,0,992296331.6,31,4,38,مرد,متاهل,302609426.1,0,0,0,0,89741957.4,3528,354,1,0,1,0,4,0.083848471,1,0.205651963,0,0,0,0,0,0,0,,24863910.77,19445061.22,.
hash_14011227_25765,14000526,0,785200889.1,48,1,59,مرد,متاهل,41228923.44,0,0,33,0,3788529.539,2093,1030,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,3788529.539,0,.
hash_14011227_96737,14000512,0,1177801334,22,5,46,مرد,مجرد,1414934678,3,0,142,68,98361287.3,3827,482,1,3,1,20,123,0.808273215,2,0.610941115,1,2,0,0,0,0,0,سررسید گذشته,168162359.1,14090153.85,166
hash_14011227_150395,14000927,0,437419593.6,24,6,45,زن,متاهل,0,0,0,.,.,55483311.39,2634,.,4,1,0,0,0,.,4,0.79772585,0,0,0,0,0,0,0,,.,124759522.9,.
hash_14011227_120197,14000631,0,283106180.8,12,9,44,مرد,متاهل,583686192.9,1,9,138,70,96212999.8,2632,146,3,2,1,1,4,0.538709135,3,0.412491286,0,0,10,0,0,0,0,سررسید گذشته,207311740.5,97383401.82,612
hash_14011227_181059,14001023,0,341551080.2,24,3,50,مرد,متاهل,105885817,0,0,.,.,48967505.38,1394,.,2,0,1,0,2,.,2,0.856273998,0,0,0,0,0,0,0,,.,51275894.85,.
hash_14011227_114559,14000530,0,765570866.9,22,9,51,مرد,متاهل,2524029421,2,52,0,273,3334599910,4693,730,2,4,1,0,13,0.402103784,3,0.62186662,0,1,35,0,12,0,6,سررسید گذشته,6413787481,91850089.63,490
hash_14011227_64621,14000803,0,533450572.7,24,3,34,مرد,متاهل,0,0,0,38,0,30495396.02,1916,493,1,2,0,.,.,0.10983641,1,0.753424658,0,0,0,0,0,0,0,,13453918.81,0,.
hash_14011227_124445,14000809,0,284506972.1,19,2,40,زن,متاهل,114114238.6,3,35,0,0,22928300.67,2923,1069,1,0,1,0,5,0.967058292,2,0,0,0,1,0,28,0,7,معوق,22928300.67,0,559
hash_14011227_106088,14001123,0,631268797.1,35,1,38,زن,متاهل,0,0,0,28,0,44531714.93,1670,603,1,0,0,.,.,1,1,0,0,0,0,0,0,0,0,,44531714.93,0,.
hash_14011227_125635,14000826,0,889084287.9,36,12,37,مرد,متاهل,34416276.68,2,66,0,221,98628041.67,3803,230,5,4,1,0,0,0.408288202,3,0.608518682,0,2,51,0,1,0,0,سررسید گذشته,177260419.9,118998793.7,260
hash_14011227_99378,14000618,0,296251744.5,10,6,49,مرد,مجرد,16869924.3,6,0,.,.,58074869.63,1395,.,2,4,1,0,0,.,3,0.445946252,5,1,0,0,0,0,0,سررسید گذشته,.,91400580.55,18
hash_14011227_151991,14000805,0,1066901145,15,3,62,مرد,مجرد,0,0,3,0,3,26747496.11,2255,1156,1,2,0,.,.,0.969193395,2,0.208333333,0,0,3,0,0,0,0,,26747496.11,655355.6039,1163
hash_14011227_35326,14000803,0,515668887,11,2,46,مرد,مجرد,67661200.49,0,0,0,32,56174639.1,1177,28,1,1,1,9,15,0.85527488,2,0.066666667,0,0,0,0,0,0,0,,56174639.1,0,.
hash_14011227_21290,14000701,0,600933540.1,33,7,41,زن,متاهل,39727286.95,7,27,71,0,62615485.61,2231,294,2,3,1,0,11,0.376923501,4,0.669275304,0,4,20,0,2,0,6,سررسید گذشته,66717610.38,2227101956,337
hash_14011227_177268,14000628,0,943687269.5,24,2,71,مرد,متاهل,136299218.7,0,0,0,12,25685455.36,2189,1081,1,1,1,0,0,0.237480295,2,0.784810127,0,0,0,0,0,0,0,,25685455.36,19313251.54,.
hash_14011227_158224,14000616,0,566212361.7,24,4,35,مرد,متاهل,103055775.6,0,0,0,98,76388101.36,2561,612,2,1,1,0,0,0.156891429,2,0.309538421,0,0,0,0,0,0,0,,18328100.27,28279834.12,.
hash_14011227_113363,14000520,0,588900666.9,40,3,53,مرد,متاهل,0,2,0,0,0,9026542.475,2450,777,1,2,0,.,.,0.63129768,3,0.5,0,0,2,0,0,0,0,سررسید گذشته,8036049.813,9026542.475,592
hash_14011227_104716,14000815,0,533450572.7,23,3,34,مرد,مجرد,57163000.6,0,0,.,.,78534722.63,1472,.,1,1,1,1,1,.,2,0.217888624,0,0,0,0,0,0,0,,.,0,.
hash_14011227_115602,14000305,0,839336903.5,24,1,50,زن,متاهل,0,3,0,.,.,73351594.16,856,.,1,1,0,.,.,.,1,0.216216216,1,2,0,0,0,0,0,سررسید گذشته,.,0,127
hash_14011227_168770,14001119,0,920949173.5,24,7,57,زن,متاهل,23515849.02,0,4,389,367,71715810.69,2730,563,1,4,1,11,77,0.245158182,5,0.502304764,0,0,4,0,0,0,0,,48818061.91,0,1474
hash_14011227_139580,14000820,0,355633715.1,18,9,41,مرد,مجرد,560727698.5,0,0,586,22,64760426.86,2326,500,2,4,1,15,8,0.576621966,2,0.555343438,0,0,0,0,0,0,0,,142925049.1,63294238.94,.
hash_14011227_83928,14000521,0,942241067,18,7,51,زن,متاهل,122462503.9,8,33,0,147,55582293.18,3278,491,1,2,1,0,0,0.555410686,3,0.594594595,0,1,0,1,27,3,7,مشکوک الوصول,105780746.3,54216378.14,184
hash_14011227_170596,14000428,0,303805108.7,12,8,35,زن,مجرد,21538587.41,0,0,460,0,44337349.69,1426,791,1,2,1,0,0,0.763604514,3,0.412886428,0,0,0,0,0,0,0,,44337349.69,27198100.03,.
hash_14011227_185446,14001018,0,1024653241,60,3,39,مرد,مجرد,16057766.75,0,0,0,7,51981221.23,1692,224,2,0,1,0,0,0.163151837,2,0.383672731,0,0,0,0,0,0,0,,14047455.46,72053048.85,.
hash_14011227_54808,14000428,0,648117565.3,11,2,65,مرد,مجرد,50450816.87,0,0,.,.,13887950.16,1077,.,1,2,1,0,5,.,1,0.027027027,0,0,0,0,0,0,0,,.,0,.
hash_14011227_368,14001130,0,502335912.8,24,3,34,مرد,مجرد,26764746.65,0,0,.,.,44311784,1195,.,1,2,1,0,0,.,2,0.751683954,0,0,0,0,0,0,0,,.,54912564.52,.
hash_14011227_47056,14000816,0,889084287.9,36,11,56,مرد,متاهل,10338315.31,1,0,416,198,84939222.59,2069,412,4,3,1,1,0,0.291392284,5,0.480880121,0,1,0,0,0,0,0,سررسید گذشته,145510200.8,74731590.65,513
hash_14011227_134671,14001105,0,669781217.1,19,4,65,مرد,متاهل,121264928.2,0,2,.,.,44053203.3,3417,.,1,0,1,2,0,.,3,0.393780046,0,0,2,0,0,0,0,,.,69722417.01,2380
hash_14011227_4015,14001029,0,625038476.8,16,2,48,مرد,متاهل,37930050.14,0,0,0,0,131647806.4,1978,1247,2,0,1,0,0,0.850753494,2,1,0,0,0,0,0,0,0,,131647806.4,27713750.69,.
hash_14011227_125809,14001123,0,502335912.8,24,1,45,مرد,مجرد,0,0,0,.,.,160839534.6,1610,.,1,0,0,.,.,.,1,0.114754098,0,0,0,0,0,0,0,,.,0,.
hash_14011227_48698,14001121,0,267912486.8,12,11,54,مرد,متاهل,83830398.65,1,4,326,90,356807907.1,1905,118,3,5,1,1,20,0.618886612,3,0.621729853,0,0,5,0,0,0,0,سررسید گذشته,502039548,78586866.42,665
hash_14011227_3910,14000420,0,101268369.6,12,1,49,مرد,مجرد,0,0,0,.,.,7283589.341,3256,.,1,0,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_181795,14000718,0,455252681.9,36,5,57,مرد,متاهل,60491423.1,0,0,0,194,58104217.28,1632,14,3,1,1,0,0,0.759253093,2,0.929594242,0,0,0,0,0,0,0,,71368453.15,32599882.02,.
hash_14011227_104663,14000431,0,364566130.5,11,3,34,مرد,متاهل,0,0,0,.,.,32086102.1,1470,.,2,1,0,.,.,.,2,0.241484373,0,0,0,0,0,0,0,,.,778395.4419,.
hash_14011227_57656,14000222,0,946574770.6,15,6,48,زن,مجرد,58879281.79,0,2,38,29,1667595622,3168,419,1,4,1,0,0,0.184352279,3,0.435550442,0,0,2,0,0,0,0,,1699628015,137401567.7,2518
hash_14011227_44904,14000412,0,607610217.5,31,8,36,مرد,متاهل,353962289.6,0,0,116,33,43674564.2,1790,251,1,5,1,0,0,0.594134535,2,0.502586512,0,0,0,0,0,0,0,,178760559.3,41450286.23,.
hash_14011227_79785,14001028,0,239085756.2,12,2,41,مرد,متاهل,34143951.14,3,2,53,0,55602454.16,2058,1015,1,0,1,1,0,0.165378839,1,0.360655738,0,2,3,0,0,0,0,سررسید گذشته,18164047.04,55602454.16,306
hash_14011227_31448,14001104,0,669781217.1,36,3,43,مرد,متاهل,44004032.67,0,0,0,197,60273519.19,3730,120,1,1,1,0,1,0.312912384,1,0.294598325,0,0,0,0,0,0,0,,60273519.19,72123144.74,.
hash_14011227_48029,14000301,0,1259005355,38,8,42,مرد,مجرد,23164082.21,0,0,4,50,60548018.06,1919,483,3,3,1,0,1,0.358219161,3,0.5924988,0,0,0,0,0,0,0,,72875987.08,40649726.55,.
hash_14011227_137846,14000622,0,679454834,24,6,35,مرد,مجرد,77720491.07,0,0,0,714,613200725.5,2562,313,1,2,1,0,0,0.211428583,3,0.180417292,0,0,0,0,0,0,0,,649801952,0,.
